Network;inetnum;status;netname;descr;route-obj;route-descr;route-origin
212.36.4.240/28;212.36.4.0 - 212.36.4.255;ASSIGNED PA;SPNET;Techno-Link (tm);212.36.4.0/24;Spectrum NET,BG-ONLY NETS;AS8717
212.91.167.192/28;212.91.167.192 - 212.91.167.207;ASSIGNED PA;dcp_solutions;;212.91.160.0/19;Spectrum NET PA space;AS8717
213.169.49.160/28;213.169.48.0 - 213.169.49.255;ASSIGNED PA;MTEL-ITS;;213.169.32.0/19;Spectrum NET PA space;AS8717
80.253.54.128/25;80.253.48.0 - 80.253.55.255;ASSIGNED PA;A1-CORE;A1 Bulgaria EAD,A1 Stara Zagora;80.253.54.0/24,80.253.54.0/24;A1 BG;AS13124,AS8717
92.247.252.128/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.231.64/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
176.12.34.128/27;176.12.34.0 - 176.12.35.255;ASSIGNED PA;New_PPOE_clients;New PPOE clients;176.12.0.0/18,176.12.0.0/18;Spectrum NET PA space,Spectrum NET PA space;AS29580,AS8717
212.50.4.160/28;212.50.4.0 - 212.50.4.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure VPN;212.50.4.0/24;SPNET specific announce;AS8717
217.9.225.64/28;217.9.224.0 - 217.9.225.255;ASSIGNED PA;A1-225;A1 Bulgaria EAD,Sofia,Bulgaria;217.9.225.0/24;A1 BG,Multiple /30 Allocations;AS13124
217.10.246.32/27;217.10.240.0 - 217.10.255.255;ALLOCATED PA;BG-MTELNET-20021107;;217.10.240.0/21;Eurocom Cable Management Bulgaria Ltd.;AS13124
195.34.102.112/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
195.24.55.16/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
92.247.0.16/28;92.247.0.0 - 92.247.7.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.0.0/20;Spectrum NET PA space;AS8717
92.247.247.192/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.224.0/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.232.16/28;92.247.232.0 - 92.247.239.255;ASSIGNED PA;GPON-Sofia;GPON Services;92.247.192.0/18;SPNET;AS29580
195.24.38.160/27;195.24.38.128 - 195.24.38.255;ASSIGNED PA;ORBITEL-WIRELESS-SOFIA-1;Orbitel Inc,Sofia,wireless segment;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
80.253.48.80/28;80.253.48.0 - 80.253.55.255;ASSIGNED PA;A1-CORE;A1 Bulgaria EAD,A1 Stara Zagora;80.253.48.0/21;A1 Bulgaria EAD SZ;AS13124
92.247.234.96/28;92.247.232.0 - 92.247.239.255;ASSIGNED PA;GPON-Sofia;GPON Services;92.247.192.0/18;SPNET;AS29580
89.215.168.32/28;89.215.168.32 - 89.215.168.47;ASSIGNED PA;JUMPO-PRESS;Jumpo Press Ltd.;89.215.128.0/17;A1 BG;AS13124
77.236.168.32/27;77.236.168.0 - 77.236.168.255;ASSIGNED PA;A1-168;A1 Bulgaria EAD,A1 Stara Zagora;77.236.168.0/24;Blizoo Docsys SZ;AS13124
62.221.132.32/27;62.221.128.0 - 62.221.141.255;ASSIGNED PA;A1BG-Sofia-DOCSIS;A1 Bulgaria EAD;62.221.132.0/24;BLIZOO;as13124
195.34.115.192/27;195.34.115.0 - 195.34.115.255;ASSIGNED PA;BIT-INC;Spectrum NET,Sofia;195.34.96.0/19;Spectrum NET PA space;AS8717
195.24.39.80/28;195.24.39.80 - 195.24.39.95;ASSIGNED PA;ORBITEL-SMOLIAN;Smolian;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
212.36.10.32/27;212.36.10.0 - 212.36.10.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.10.0/24;;AS8717
212.91.176.112/28;212.91.176.112 - 212.91.176.127;ASSIGNED PA;UMBAL_Aleksandrovska;;212.91.176.0/24;;AS8717
92.247.230.224/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.226.80/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.253.16/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.244.96/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.245.208/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
195.24.48.112/28;195.24.48.0 - 195.24.48.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.48.0/24;PPPoE Targovishte i Ruse;AS29580
212.50.12.128/26;212.50.12.128 - 212.50.12.191;ASSIGNED PA;EXCO-BG;Express Consult - NET Ltd.;212.50.0.0/19;Spectrum NET PA space;AS8717
195.24.50.48/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
212.91.188.64/28;212.91.188.0 - 212.91.188.255;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Clients;212.91.188.0/24;;AS8717
85.130.111.0/26;85.130.111.0 - 85.130.111.127;ASSIGNED PA;BOJURISHTE;162, kn Boris I,Bojurishte,Bulgaria;85.130.64.0/18;BLIZOO;AS13124
92.247.192.176/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
195.34.121.0/25;195.34.121.0 - 195.34.121.127;ASSIGNED PA;ELPENET-BG;ISP in Elin Pelin, Bulgaria;195.34.96.0/19;Spectrum NET PA space;AS8717
92.247.227.144/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
213.169.61.0/28;213.169.61.0 - 213.169.61.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;213.169.61.0/24;Spectrum NET,BG-ONLY NETS;AS8717
212.50.19.128/28;212.50.19.128 - 212.50.19.255;ASSIGNED PA;DIMONT-BG;web design;212.50.0.0/19;Spectrum NET PA space;AS8717
195.24.39.32/27;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
85.130.60.96/27;85.130.60.0 - 85.130.61.255;ASSIGNED PA;A1BG-montana;A1 Bulgaria EAD,Montana;85.130.60.0/23;A1 BG;AS13124
92.247.240.128/26;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
212.50.12.32/27;212.50.12.0 - 212.50.12.63;ASSIGNED PA;SPNET;Spectrum Net Jsc;212.50.0.0/19;Spectrum NET PA space;AS8717
92.247.244.192/26;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.196.240/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.231.32/27;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.201.224/28;92.247.200.0 - 92.247.203.255;ASSIGNED PA;GPON-SofiaSouth;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.242.48/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
217.10.243.208/28;217.10.240.0 - 217.10.243.255;ASSIGNED PA;A1BG-NET;A1 Bulgaria EAD;217.10.240.0/21;Eurocom Cable Management Bulgaria Ltd.;AS13124
195.24.50.64/26;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
92.247.228.144/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.249.96/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
212.36.4.64/28;212.36.4.0 - 212.36.4.255;ASSIGNED PA;SPNET;Techno-Link (tm);212.36.4.0/24;Spectrum NET,BG-ONLY NETS;AS8717
92.247.225.64/27;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
217.9.232.0/28;217.9.232.0 - 217.9.232.127;ASSIGNED PA;A1INFRA;A1 Bulgaria EAD;217.9.232.0/21;IBGC;AS13124
217.10.243.224/27;217.10.240.0 - 217.10.243.255;ASSIGNED PA;A1BG-NET;A1 Bulgaria EAD;217.10.240.0/21;Eurocom Cable Management Bulgaria Ltd.;AS13124
195.149.254.160/27;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
92.247.200.0/28;92.247.200.0 - 92.247.203.255;ASSIGNED PA;GPON-SofiaSouth;GPON Services;92.247.192.0/18;SPNET;AS29580
212.36.5.0/27;212.36.5.0 - 212.36.5.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm) POPs;212.36.0.0/19;Spectrum NET PA space;AS8717
92.247.203.144/28;92.247.200.0 - 92.247.203.255;ASSIGNED PA;GPON-SofiaSouth;GPON Services;92.247.192.0/18;SPNET;AS29580
217.9.231.32/28;217.9.231.32 - 217.9.231.47;ASSIGNED PA;A1BG-corporate;Bulgaria, Sofia,Corporate customers,FIBER optics, static,A1 Bulgaria EAD;217.9.224.0/21;IBGC;AS13124
217.9.239.192/26;217.9.239.128 - 217.9.239.255;ASSIGNED PA;OMEGA-NET;Omega-Net Ltd.,42, Petar Beron,Velinrad, Bulgaria;217.9.232.0/21;IBGC;AS13124
195.24.47.128/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
213.222.52.128/27;213.222.52.128 - 213.222.52.159;ASSIGNED PA;Deltacom-Pleven;deltacom,Pleven;213.222.52.0/23;Orbitel;AS8672
85.130.110.64/26;85.130.110.0 - 85.130.110.255;ASSIGNED PA;BISTRICA;A1 Bulgaria EAD,Bistrica;85.130.110.0/24;A1 BG Bistrica2,Dynamically allocation for End Customers;AS13124
217.9.234.240/28;217.9.234.240 - 217.9.234.255;ASSIGNED PA;IBGC;Corporate customers,FIBER optics, static;217.9.232.0/21;IBGC;AS13124
212.95.182.192/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.182.0/24;Orbitel;AS8672
92.247.194.128/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
85.130.111.96/28;85.130.111.0 - 85.130.111.127;ASSIGNED PA;BOJURISHTE;162, kn Boris I,Bojurishte,Bulgaria;85.130.64.0/18;BLIZOO;AS13124
212.95.165.128/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.164.0/22;Orbitel;AS8672
92.247.240.32/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.150.240/28;92.247.148.0 - 92.247.151.255;ASSIGNED PA;BG-MTELNET-05102016;;92.247.128.0/18;Spectrum NET PA space;AS8717
217.10.246.64/26;217.10.246.64 - 217.10.246.127;ASSIGNED PA;FILIBETO-ORG;FILIBETO.ORG;217.10.240.0/21;Eurocom Cable Management Bulgaria Ltd.;AS13124
92.247.65.0/28;92.247.64.0 - 92.247.67.255;ASSIGNED PA;SPNET-PON-Varna-2;PON Services;92.247.64.0/19;Spectrum NET PA space;AS8717
195.24.32.224/28;195.24.32.0 - 195.24.32.255;ASSIGNED PA;ORBITEL-1;Orbitel Ltd. infrastructure;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
92.247.193.64/27;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.242.128/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
212.50.3.48/28;212.50.3.0 - 212.50.3.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure;212.50.0.0/19;Spectrum NET PA space;AS8717
92.247.229.96/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
212.91.175.0/28;212.91.175.0 - 212.91.175.255;ASSIGNED PA;MGU-BG;University of Mining and Geology;212.91.160.0/19;Spectrum NET PA space;AS8717
212.91.163.112/28;212.91.163.0 - 212.91.163.255;ASSIGNED PA;SPNET;Spectrum Net - Varna,Wireless clients;212.91.160.0/19;Spectrum NET PA space;AS8717
92.247.236.64/27;92.247.232.0 - 92.247.239.255;ASSIGNED PA;GPON-Sofia;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.254.160/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
212.91.163.48/28;212.91.163.0 - 212.91.163.255;ASSIGNED PA;SPNET;Spectrum Net - Varna,Wireless clients;212.91.160.0/19;Spectrum NET PA space;AS8717
195.24.36.240/28;195.24.36.224 - 195.24.36.255;ASSIGNED PA;INSFUND;Insurance Fund;195.24.36.0/23;Orbitel;AS8672
92.247.196.16/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
95.111.55.64/26;95.111.48.0 - 95.111.55.255;ASSIGNED PA;BOROVO-SOF;Borovo quarter,Megalan Network Real IP address space;95.111.0.0/17,95.111.0.0/17;BG-MEGALAN-20081219;AS35141,AS8717
92.247.84.96/28;92.247.80.0 - 92.247.87.255;ASSIGNED PA;SPNET-PON-OK-3;PON Services;92.247.80.0/21;Spectrum Net;AS8717
217.9.239.112/28;217.9.224.0 - 217.9.239.255;ALLOCATED PA;BG-MTELNET-20000807;;217.9.232.0/21;IBGC;AS13124
92.247.234.160/27;92.247.232.0 - 92.247.239.255;ASSIGNED PA;GPON-Sofia;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.32.224/28;92.247.32.0 - 92.247.39.255;ASSIGNED PA;SPNET-PON-OK-1;PON Services;92.247.32.0/19;Spectrum NET PA space;AS29580
213.226.0.32/28;213.226.0.0 - 213.226.0.255;ASSIGNED PA;MTELNET;MTel Core P-t-P,INFRA-AW for Project "Core IP Network";213.226.0.0/24,213.226.0.0/24;Mobiltel EAD.,A1 Bulgaria EAD.;AS12716,AS8717
217.9.234.0/25;217.9.224.0 - 217.9.239.255;ALLOCATED PA;BG-MTELNET-20000807;;217.9.232.0/21;IBGC;AS13124
212.91.163.208/28;212.91.163.0 - 212.91.163.255;ASSIGNED PA;SPNET;Spectrum Net - Varna,Wireless clients;212.91.160.0/19;Spectrum NET PA space;AS8717
195.24.33.112/28;195.24.33.0 - 195.24.33.127;ASSIGNED PA;ORBITEL-BURGAS-1;Orbitel Burgas pop - routers, access server,Burgas, Bulgaria;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
92.247.46.240/28;92.247.40.0 - 92.247.47.255;ASSIGNED PA;SPNET-PON-OK-2;PON Services;92.247.44.0/22;Spectrum NET PA space;AS8717
195.24.44.224/28;195.24.44.192 - 195.24.44.255;ASSIGNED PA;ORBITEL-SOF-POP;POP links and wireless segments,Sofia;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
213.226.0.240/28;213.226.0.0 - 213.226.0.255;ASSIGNED PA;MTELNET;MTel Core P-t-P,INFRA-AW for Project "Core IP Network";213.226.0.0/24,213.226.0.0/24;Mobiltel EAD.,A1 Bulgaria EAD.;AS12716,AS8717
195.34.108.0/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
92.247.12.64/27;92.247.8.0 - 92.247.15.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.0.0/20;Spectrum NET PA space;AS8717
92.247.199.160/27;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
213.222.58.64/28;213.222.58.64 - 213.222.58.79;ASSIGNED PA;ORBITEL-DOBRICH-1;Orbitel Inc,Dobrich;213.222.58.0/24;Orbitel;AS8672
212.91.161.192/28;212.91.161.0 - 212.91.161.255;ASSIGNED PA;SPNET;Spectrum NET VPN's;212.91.161.0/24;Spectrum NET,BG-ONLY NETS;AS8717
195.149.255.192/26;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
195.149.254.192/26;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
212.95.163.0/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.149.254.96/28;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
212.50.3.192/27;212.50.3.0 - 212.50.3.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure;212.50.0.0/19;Spectrum NET PA space;AS8717
195.34.105.192/28;195.34.104.0 - 195.34.107.255;ASSIGNED PA;SPNET;Spectrum Net;195.34.105.0/24;;AS8717
195.34.114.160/27;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
212.91.175.160/27;212.91.175.0 - 212.91.175.255;ASSIGNED PA;MGU-BG;University of Mining and Geology;212.91.160.0/19;Spectrum NET PA space;AS8717
195.149.255.0/25;195.149.248.0 - 195.149.255.255;ASSIGNED PI;HOMELAN;;195.149.248.0/21;HomeLan Ltd;AS8717
92.247.244.176/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.198.192/27;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.203.64/28;92.247.200.0 - 92.247.203.255;ASSIGNED PA;GPON-SofiaSouth;GPON Services;92.247.192.0/18;SPNET;AS29580
195.24.58.192/26;195.24.58.0 - 195.24.58.255;ASSIGNED PA;ORBITEL-NET-1;Orbitel Inc,Sofia, Bulgaria;195.24.58.0/24;ORBITEL-NET-1;AS8672
92.247.199.80/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.198.112/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
89.215.170.192/27;89.215.0.0 - 89.215.255.255;ALLOCATED PA;BG-MTELNET-20060614;;89.215.128.0/17;A1 BG;AS13124
195.24.49.224/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
195.24.39.0/28;195.24.39.0 - 195.24.39.15;ASSIGNED PA;kommunalkredit;Dexia Ltd,Sofia;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
212.50.19.224/28;212.50.19.128 - 212.50.19.255;ASSIGNED PA;DIMONT-BG;web design;212.50.0.0/19;Spectrum NET PA space;AS8717
195.24.33.64/28;195.24.33.0 - 195.24.33.127;ASSIGNED PA;ORBITEL-BURGAS-1;Orbitel Burgas pop - routers, access server,Burgas, Bulgaria;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
92.247.247.128/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
212.95.168.160/27;212.95.168.112 - 212.95.168.255;ASSIGNED PA;ORBITEL-GAB-PPP;PPP links to customers in Gabrovo;212.95.168.0/23;Orbitel;AS8672
92.247.82.192/27;92.247.80.0 - 92.247.87.255;ASSIGNED PA;SPNET-PON-OK-3;PON Services;92.247.80.0/21;Spectrum Net;AS8717
195.24.51.0/27;195.24.51.0 - 195.24.51.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.51.0/24;PPPoE Targovishte i Ruse;AS29580
195.24.42.192/26;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.42.0/24;Orbitel;AS8672
80.253.48.96/27;80.253.48.0 - 80.253.55.255;ASSIGNED PA;A1-CORE;A1 Bulgaria EAD,A1 Stara Zagora;80.253.48.0/21;A1 Bulgaria EAD SZ;AS13124
213.226.60.32/27;213.226.0.0 - 213.226.63.255;ALLOCATED PA;BG-MTELNET-990920;;213.226.60.0/24,213.226.60.0/24;Mobiltel EAD.,A1 Bulgaria EAD.;AS12716,AS8717
195.24.45.0/25;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
195.34.120.192/26;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
212.50.11.96/27;212.50.11.0 - 212.50.11.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;212.50.11.0/24;SPNET specific announce;AS8717
195.24.42.16/28;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.42.0/24;Orbitel;AS8672
195.24.47.64/27;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
195.34.104.192/28;195.34.104.0 - 195.34.107.255;ASSIGNED PA;SPNET;Spectrum Net;195.34.96.0/19;Spectrum NET PA space;AS8717
195.24.46.192/28;195.24.46.0 - 195.24.46.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.46.0/24;PPPoE Targovishte i Ruse;AS29580
92.247.242.224/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.254.192/26;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.194.0/26;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.26.0/28;92.247.24.0 - 92.247.31.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.16.0/20;Mobiltel EAD PA space;AS8717
212.36.4.96/27;212.36.4.0 - 212.36.4.255;ASSIGNED PA;SPNET;Techno-Link (tm);212.36.4.0/24;Spectrum NET,BG-ONLY NETS;AS8717
213.222.32.192/28;213.222.32.192 - 213.222.32.255;ASSIGNED PA;ORBITEL-SOF-POP;Sofia;213.222.32.0/19,213.222.32.0/19;Orbitel customer and internal;AS8672,AS8717
212.36.7.240/28;212.36.7.0 - 212.36.7.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
92.247.229.128/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.235.16/28;92.247.232.0 - 92.247.239.255;ASSIGNED PA;GPON-Sofia;GPON Services;92.247.192.0/18;SPNET;AS29580
217.9.228.208/28;217.9.228.0 - 217.9.228.255;ASSIGNED PA;SF-INFRA;Inter-Bg-Com,multiple /30 allocations,Sofia,Bulgaria;217.9.228.0/24;Multiple /30 allocations,A1 BG,Sofia,Bulgaria;AS13124
195.24.63.96/28;195.24.63.0 - 195.24.63.255;ASSIGNED PA;ORBITEL-VARNA-1;Orbitel Varna POP,Bulgaria;195.24.60.0/22;Orbitel;AS8672
92.247.91.112/28;92.247.88.0 - 92.247.95.255;ASSIGNED PA;SPNET;Spectrum Net;92.247.88.0/22;Spectrum Net;AS8717
212.91.161.48/28;212.91.161.0 - 212.91.161.255;ASSIGNED PA;SPNET;Spectrum NET VPN's;212.91.161.0/24;Spectrum NET,BG-ONLY NETS;AS8717
92.247.24.176/28;92.247.24.0 - 92.247.31.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.16.0/20;Mobiltel EAD PA space;AS8717
213.222.53.224/28;213.222.53.224 - 213.222.53.255;ASSIGNED PA;Metagen-2-NET;Metagen,Sofia;213.222.53.0/24;;AS8717
195.24.49.0/28;195.24.49.0 - 195.24.49.127;ASSIGNED PA;ORBITEL-RUSE-1;Orbitel Ruse pop - routers, access server,Ruse, Bulgaria;195.24.32.0/19,195.24.32.0/19;Orbitel customer and internal;AS8672,AS8717
92.247.253.224/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.198.0/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
195.24.60.96/28;195.24.60.0 - 195.24.60.255;ASSIGNED PA;ORBITEL-STZ-1;Orbitel Stara Zagora POP and colocated customers,Bulgaria;195.24.60.0/22;Orbitel;AS8672
212.95.163.160/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.160.0/19,212.95.160.0/19,212.95.160.0/19;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
195.24.51.224/27;195.24.51.0 - 195.24.51.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.51.0/24;PPPoE Targovishte i Ruse;AS29580
92.247.255.144/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.243.64/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
212.50.2.16/28;212.50.0.0 - 212.50.31.255;ALLOCATED PA;BG-MTELNET-980310;;212.50.0.0/19;Spectrum NET PA space;AS8717
217.10.240.144/28;217.10.240.0 - 217.10.243.255;ASSIGNED PA;A1BG-NET;A1 Bulgaria EAD;217.10.240.0/21;Eurocom Cable Management Bulgaria Ltd.;AS13124
